Date,Open,High,Low,Close,Adj Close,Volume
2015-02-18,103.400002,104.330002,103.400002,103.860001,97.378860,3760200
2015-02-19,104.000000,104.080002,103.550003,103.889999,97.406998,5094100
2015-02-20,103.860001,104.690002,102.730003,104.550003,98.025803,5197000
2015-02-23,104.760002,105.230003,104.440002,104.989998,98.438339,5587100
2015-02-24,104.540001,105.050003,104.349998,104.669998,98.138306,4098800
2015-02-25,104.680000,105.980003,104.669998,105.570000,98.982155,6547200
2015-02-26,105.500000,105.709999,104.139999,104.559998,98.035187,5049000
2015-02-27,104.669998,105.139999,103.959999,104.080002,97.585129,4161600
2015-03-02,104.349998,105.980003,104.349998,105.889999,99.282188,5635500
2015-03-03,105.779999,106.639999,105.209999,106.349998,99.713478,4671900
2015-03-04,105.860001,106.000000,104.779999,105.570000,98.982155,4972300
2015-03-05,105.540001,105.809998,104.870003,105.029999,98.475845,3954700
2015-03-06,104.669998,105.000000,103.489998,103.820000,97.341347,5704200
2015-03-09,103.940002,105.419998,103.820000,105.260002,98.691490,4868900
2015-03-10,104.269997,104.349998,103.089996,103.089996,96.656898,6472600
2015-03-11,103.510002,104.000000,102.870003,102.889999,96.469406,4831900
2015-03-12,103.849998,107.330002,103.809998,107.169998,100.482307,10730400
2015-03-13,107.279999,107.279999,105.519997,106.440002,99.797859,8024200
2015-03-16,106.839996,107.730003,106.050003,107.370003,100.669823,6407300
2015-03-17,107.000000,107.209999,106.150002,106.959999,100.285408,4489400
2015-03-18,106.900002,108.419998,105.730003,107.970001,101.232384,5520600
2015-03-19,107.839996,108.480003,107.139999,107.370003,100.669823,4885600
2015-03-20,107.830002,108.940002,107.500000,108.430000,101.663673,8710100
2015-03-23,108.599998,108.849998,108.040001,108.220001,101.466789,5667000
2015-03-24,107.720001,108.050003,107.080002,107.110001,100.426056,4493500
2015-03-25,107.449997,107.459999,105.000000,105.000000,98.447723,6964700
2015-03-26,104.470001,105.820000,104.099998,105.239998,98.672745,5915800
2015-03-27,105.199997,106.449997,104.879997,105.480003,98.897766,5330400
2015-03-30,106.059998,106.949997,106.050003,106.120003,99.497841,3831900
2015-03-31,105.599998,106.320000,104.889999,104.889999,98.344597,5701600
2015-04-01,105.430000,106.000000,104.250000,105.440002,98.860252,6117200
